Run,Agent,Iteration,Overbid Regret
1,Truthful Competitor 13,18,0.0
1,Truthful Competitor 13,19,0.0
1,Truthful Competitor 13,20,0.0
1,Truthful Competitor 13,21,0.0
1,Truthful Competitor 13,22,0.0
1,Truthful Competitor 13,23,0.0
1,Truthful Competitor 13,24,0.0
1,Truthful Competitor 14,0,0.0
1,Truthful Competitor 14,1,0.0
1,Truthful Competitor 14,2,0.0
1,Truthful Competitor 14,3,0.0
1,Truthful Competitor 14,4,0.0
1,Truthful Competitor 14,5,0.0
1,Truthful Competitor 14,6,0.0
1,Truthful Competitor 14,7,0.0
1,Truthful Competitor 14,8,0.0
1,Truthful Competitor 14,9,0.0
1,Truthful Competitor 14,10,0.0
1,Truthful Competitor 14,11,0.0
1,Truthful Competitor 14,12,0.0
1,Truthful Competitor 14,13,0.0
1,Truthful Competitor 14,14,0.0
1,Truthful Competitor 14,15,0.0
1,Truthful Competitor 14,16,0.0
1,Truthful Competitor 14,17,0.0
1,Truthful Competitor 14,18,0.0
1,Truthful Competitor 14,19,0.0
1,Truthful Competitor 14,20,0.0
1,Truthful Competitor 14,21,0.0
1,Truthful Competitor 14,22,0.0
1,Truthful Competitor 14,23,0.0
1,Truthful Competitor 14,24,0.0
1,Truthful Competitor 15,0,0.0
1,Truthful Competitor 15,1,0.0
1,Truthful Competitor 15,2,0.0
1,Truthful Competitor 15,3,0.0
1,Truthful Competitor 15,4,0.0
1,Truthful Competitor 15,5,0.0
1,Truthful Competitor 15,6,0.0
1,Truthful Competitor 15,7,0.0
1,Truthful Competitor 15,8,0.0
1,Truthful Competitor 15,9,0.0
1,Truthful Competitor 15,10,0.0
1,Truthful Competitor 15,11,0.0
1,Truthful Competitor 15,12,0.0
1,Truthful Competitor 15,13,0.0
1,Truthful Competitor 15,14,0.0
1,Truthful Competitor 15,15,0.0
1,Truthful Competitor 15,16,0.0
1,Truthful Competitor 15,17,0.0
1,Truthful Competitor 15,18,0.0
1,Truthful Competitor 15,19,0.0
1,Truthful Competitor 15,20,0.0
1,Truthful Competitor 15,21,0.0
1,Truthful Competitor 15,22,0.0
1,Truthful Competitor 15,23,0.0
1,Truthful Competitor 15,24,0.0
1,Truthful Competitor 16,0,0.0
1,Truthful Competitor 16,1,0.0
1,Truthful Competitor 16,2,0.0
1,Truthful Competitor 16,3,0.0
1,Truthful Competitor 16,4,0.0
1,Truthful Competitor 16,5,0.0
1,Truthful Competitor 16,6,0.0
1,Truthful Competitor 16,7,0.0
1,Truthful Competitor 16,8,0.0
1,Truthful Competitor 16,9,0.0
1,Truthful Competitor 16,10,0.0
1,Truthful Competitor 16,11,0.0
1,Truthful Competitor 16,12,0.0
1,Truthful Competitor 16,13,0.0
1,Truthful Competitor 16,14,0.0
1,Truthful Competitor 16,15,0.0
1,Truthful Competitor 16,16,0.0
1,Truthful Competitor 16,17,0.0
1,Truthful Competitor 16,18,0.0
1,Truthful Competitor 16,19,0.0
1,Truthful Competitor 16,20,0.0
1,Truthful Competitor 16,21,0.0
1,Truthful Competitor 16,22,0.0
1,Truthful Competitor 16,23,0.0
1,Truthful Competitor 16,24,0.0
2,PPO Bidder - Gross Utility 1,0,0.0
2,PPO Bidder - Gross Utility 1,1,0.0
2,PPO Bidder - Gross Utility 1,2,0.0
2,PPO Bidder - Gross Utility 1,3,0.0
2,PPO Bidder - Gross Utility 1,4,0.0
2,PPO Bidder - Gross Utility 1,5,0.0
2,PPO Bidder - Gross Utility 1,6,0.0
2,PPO Bidder - Gross Utility 1,7,0.0
2,PPO Bidder - Gross Utility 1,8,0.0
2,PPO Bidder - Gross Utility 1,9,0.0
2,PPO Bidder - Gross Utility 1,10,0.0
2,PPO Bidder - Gross Utility 1,11,0.0
2,PPO Bidder - Gross Utility 1,12,0.0
2,PPO Bidder - Gross Utility 1,13,0.0
2,PPO Bidder - Gross Utility 1,14,0.0
2,PPO Bidder - Gross Utility 1,15,0.0
2,PPO Bidder - Gross Utility 1,16,0.0
2,PPO Bidder - Gross Utility 1,17,0.0
2,PPO Bidder - Gross Utility 1,18,0.0
2,PPO Bidder - Gross Utility 1,19,0.0
2,PPO Bidder - Gross Utility 1,20,0.0
2,PPO Bidder - Gross Utility 1,21,0.0
2,PPO Bidder - Gross Utility 1,22,0.0
2,PPO Bidder - Gross Utility 1,23,0.0
2,PPO Bidder - Gross Utility 1,24,0.0
2,Truthful Competitor 2,0,0.0
2,Truthful Competitor 2,1,0.0
2,Truthful Competitor 2,2,0.0
2,Truthful Competitor 2,3,0.0
2,Truthful Competitor 2,4,0.0
2,Truthful Competitor 2,5,0.0
2,Truthful Competitor 2,6,0.0
2,Truthful Competitor 2,7,0.0
2,Truthful Competitor 2,8,0.0
2,Truthful Competitor 2,9,0.0
2,Truthful Competitor 2,10,0.0
2,Truthful Competitor 2,11,0.0
2,Truthful Competitor 2,12,0.0
2,Truthful Competitor 2,13,0.0
2,Truthful Competitor 2,14,0.0
2,Truthful Competitor 2,15,0.0
2,Truthful Competitor 2,16,0.0
2,Truthful Competitor 2,17,0.0
2,Truthful Competitor 2,18,0.0
2,Truthful Competitor 2,19,0.0
2,Truthful Competitor 2,20,0.0
2,Truthful Competitor 2,21,0.0
2,Truthful Competitor 2,22,0.0
2,Truthful Competitor 2,23,0.0
2,Truthful Competitor 2,24,0.0
2,Truthful Competitor 3,0,0.0
2,Truthful Competitor 3,1,0.0
2,Truthful Competitor 3,2,0.0
2,Truthful Competitor 3,3,0.0
2,Truthful Competitor 3,4,0.0
2,Truthful Competitor 3,5,0.0
2,Truthful Competitor 3,6,0.0
2,Truthful Competitor 3,7,0.0
2,Truthful Competitor 3,8,0.0
2,Truthful Competitor 3,9,0.0
2,Truthful Competitor 3,10,0.0
2,Truthful Competitor 3,11,0.0
2,Truthful Competitor 3,12,0.0
2,Truthful Competitor 3,13,0.0
2,Truthful Competitor 3,14,0.0
2,Truthful Competitor 3,15,0.0
2,Truthful Competitor 3,16,0.0
2,Truthful Competitor 3,17,0.0
2,Truthful Competitor 3,18,0.0
2,Truthful Competitor 3,19,0.0
2,Truthful Competitor 3,20,0.0
2,Truthful Competitor 3,21,0.0
2,Truthful Competitor 3,22,0.0
2,Truthful Competitor 3,23,0.0
2,Truthful Competitor 3,24,0.0
2,Truthful Competitor 4,0,0.0
2,Truthful Competitor 4,1,0.0
2,Truthful Competitor 4,2,0.0
2,Truthful Competitor 4,3,0.0
2,Truthful Competitor 4,4,0.0
2,Truthful Competitor 4,5,0.0
2,Truthful Competitor 4,6,0.0
2,Truthful Competitor 4,7,0.0
2,Truthful Competitor 4,8,0.0
2,Truthful Competitor 4,9,0.0
2,Truthful Competitor 4,10,0.0
2,Truthful Competitor 4,11,0.0
2,Truthful Competitor 4,12,0.0
2,Truthful Competitor 4,13,0.0
2,Truthful Competitor 4,14,0.0
2,Truthful Competitor 4,15,0.0
2,Truthful Competitor 4,16,0.0
2,Truthful Competitor 4,17,0.0
2,Truthful Competitor 4,18,0.0
2,Truthful Competitor 4,19,0.0
2,Truthful Competitor 4,20,0.0
2,Truthful Competitor 4,21,0.0
2,Truthful Competitor 4,22,0.0
2,Truthful Competitor 4,23,0.0
2,Truthful Competitor 4,24,0.0
2,Truthful Competitor 5,0,0.0
2,Truthful Competitor 5,1,0.0
2,Truthful Competitor 5,2,0.0
2,Truthful Competitor 5,3,0.0
2,Truthful Competitor 5,4,0.0
2,Truthful Competitor 5,5,0.0
2,Truthful Competitor 5,6,0.0
2,Truthful Competitor 5,7,0.0
2,Truthful Competitor 5,8,0.0
2,Truthful Competitor 5,9,0.0
2,Truthful Competitor 5,10,0.0
2,Truthful Competitor 5,11,0.0
2,Truthful Competitor 5,12,0.0
2,Truthful Competitor 5,13,0.0
2,Truthful Competitor 5,14,0.0
2,Truthful Competitor 5,15,0.0
2,Truthful Competitor 5,16,0.0
2,Truthful Competitor 5,17,0.0
2,Truthful Competitor 5,18,0.0
2,Truthful Competitor 5,19,0.0
2,Truthful Competitor 5,20,0.0
2,Truthful Competitor 5,21,0.0
2,Truthful Competitor 5,22,0.0
2,Truthful Competitor 5,23,0.0
2,Truthful Competitor 5,24,0.0
2,Truthful Competitor 6,0,0.0
2,Truthful Competitor 6,1,0.0
2,Truthful Competitor 6,2,0.0
2,Truthful Competitor 6,3,0.0
2,Truthful Competitor 6,4,0.0
2,Truthful Competitor 6,5,0.0
2,Truthful Competitor 6,6,0.0
2,Truthful Competitor 6,7,0.0
2,Truthful Competitor 6,8,0.0
2,Truthful Competitor 6,9,0.0
2,Truthful Competitor 6,10,0.0
2,Truthful Competitor 6,11,0.0
2,Truthful Competitor 6,12,0.0
2,Truthful Competitor 6,13,0.0
2,Truthful Competitor 6,14,0.0
2,Truthful Competitor 6,15,0.0
2,Truthful Competitor 6,16,0.0
2,Truthful Competitor 6,17,0.0
2,Truthful Competitor 6,18,0.0
2,Truthful Competitor 6,19,0.0
2,Truthful Competitor 6,20,0.0
2,Truthful Competitor 6,21,0.0
2,Truthful Competitor 6,22,0.0
2,Truthful Competitor 6,23,0.0
2,Truthful Competitor 6,24,0.0
2,Truthful Competitor 7,0,0.0
2,Truthful Competitor 7,1,0.0
2,Truthful Competitor 7,2,0.0
2,Truthful Competitor 7,3,0.0
2,Truthful Competitor 7,4,0.0
2,Truthful Competitor 7,5,0.0
2,Truthful Competitor 7,6,0.0
2,Truthful Competitor 7,7,0.0
2,Truthful Competitor 7,8,0.0
2,Truthful Competitor 7,9,0.0
2,Truthful Competitor 7,10,0.0
2,Truthful Competitor 7,11,0.0
2,Truthful Competitor 7,12,0.0
2,Truthful Competitor 7,13,0.0
2,Truthful Competitor 7,14,0.0
2,Truthful Competitor 7,15,0.0
2,Truthful Competitor 7,16,0.0
2,Truthful Competitor 7,17,0.0
2,Truthful Competitor 7,18,0.0
2,Truthful Competitor 7,19,0.0
2,Truthful Competitor 7,20,0.0
2,Truthful Competitor 7,21,0.0
2,Truthful Competitor 7,22,0.0
2,Truthful Competitor 7,23,0.0
2,Truthful Competitor 7,24,0.0
2,Truthful Competitor 8,0,0.0
2,Truthful Competitor 8,1,0.0
2,Truthful Competitor 8,2,0.0
2,Truthful Competitor 8,3,0.0
2,Truthful Competitor 8,4,0.0
2,Truthful Competitor 8,5,0.0
2,Truthful Competitor 8,6,0.0
2,Truthful Competitor 8,7,0.0
2,Truthful Competitor 8,8,0.0
2,Truthful Competitor 8,9,0.0
2,Truthful Competitor 8,10,0.0
2,Truthful Competitor 8,11,0.0
2,Truthful Competitor 8,12,0.0
2,Truthful Competitor 8,13,0.0
2,Truthful Competitor 8,14,0.0
2,Truthful Competitor 8,15,0.0
2,Truthful Competitor 8,16,0.0
2,Truthful Competitor 8,17,0.0
2,Truthful Competitor 8,18,0.0
2,Truthful Competitor 8,19,0.0
2,Truthful Competitor 8,20,0.0
2,Truthful Competitor 8,21,0.0
2,Truthful Competitor 8,22,0.0
2,Truthful Competitor 8,23,0.0
2,Truthful Competitor 8,24,0.0
2,Truthful Competitor 9,0,0.0
2,Truthful Competitor 9,1,0.0
2,Truthful Competitor 9,2,0.0
2,Truthful Competitor 9,3,0.0
2,Truthful Competitor 9,4,0.0
2,Truthful Competitor 9,5,0.0
2,Truthful Competitor 9,6,0.0
2,Truthful Competitor 9,7,0.0
2,Truthful Competitor 9,8,0.0
2,Truthful Competitor 9,9,0.0
2,Truthful Competitor 9,10,0.0
2,Truthful Competitor 9,11,0.0
2,Truthful Competitor 9,12,0.0
2,Truthful Competitor 9,13,0.0
2,Truthful Competitor 9,14,0.0
2,Truthful Competitor 9,15,0.0
2,Truthful Competitor 9,16,0.0
2,Truthful Competitor 9,17,0.0
2,Truthful Competitor 9,18,0.0
2,Truthful Competitor 9,19,0.0
2,Truthful Competitor 9,20,0.0
2,Truthful Competitor 9,21,0.0
2,Truthful Competitor 9,22,0.0
2,Truthful Competitor 9,23,0.0
2,Truthful Competitor 9,24,0.0
2,Truthful Competitor 10,0,0.0
2,Truthful Competitor 10,1,0.0
2,Truthful Competitor 10,2,0.0
2,Truthful Competitor 10,3,0.0
2,Truthful Competitor 10,4,0.0
2,Truthful Competitor 10,5,0.0
2,Truthful Competitor 10,6,0.0
2,Truthful Competitor 10,7,0.0
2,Truthful Competitor 10,8,0.0
2,Truthful Competitor 10,9,0.0
2,Truthful Competitor 10,10,0.0
2,Truthful Competitor 10,11,0.0
2,Truthful Competitor 10,12,0.0
2,Truthful Competitor 10,13,0.0
2,Truthful Competitor 10,14,0.0
2,Truthful Competitor 10,15,0.0
2,Truthful Competitor 10,16,0.0
2,Truthful Competitor 10,17,0.0
2,Truthful Competitor 10,18,0.0
2,Truthful Competitor 10,19,0.0
2,Truthful Competitor 10,20,0.0
2,Truthful Competitor 10,21,0.0
2,Truthful Competitor 10,22,0.0
2,Truthful Competitor 10,23,0.0
2,Truthful Competitor 10,24,0.0
2,Truthful Competitor 11,0,0.0
2,Truthful Competitor 11,1,0.0
2,Truthful Competitor 11,2,0.0
2,Truthful Competitor 11,3,0.0
2,Truthful Competitor 11,4,0.0
2,Truthful Competitor 11,5,0.0
2,Truthful Competitor 11,6,0.0
2,Truthful Competitor 11,7,0.0
2,Truthful Competitor 11,8,0.0
2,Truthful Competitor 11,9,0.0
2,Truthful Competitor 11,10,0.0
2,Truthful Competitor 11,11,0.0
2,Truthful Competitor 11,12,0.0
2,Truthful Competitor 11,13,0.0
2,Truthful Competitor 11,14,0.0
2,Truthful Competitor 11,15,0.0
2,Truthful Competitor 11,16,0.0
2,Truthful Competitor 11,17,0.0
2,Truthful Competitor 11,18,0.0
2,Truthful Competitor 11,19,0.0
2,Truthful Competitor 11,20,0.0
2,Truthful Competitor 11,21,0.0
2,Truthful Competitor 11,22,0.0
2,Truthful Competitor 11,23,0.0
2,Truthful Competitor 11,24,0.0
2,Truthful Competitor 12,0,0.0
2,Truthful Competitor 12,1,0.0
2,Truthful Competitor 12,2,0.0
2,Truthful Competitor 12,3,0.0
2,Truthful Competitor 12,4,0.0
2,Truthful Competitor 12,5,0.0
2,Truthful Competitor 12,6,0.0
2,Truthful Competitor 12,7,0.0
2,Truthful Competitor 12,8,0.0
2,Truthful Competitor 12,9,0.0
2,Truthful Competitor 12,10,0.0
2,Truthful Competitor 12,11,0.0
2,Truthful Competitor 12,12,0.0
2,Truthful Competitor 12,13,0.0
2,Truthful Competitor 12,14,0.0
2,Truthful Competitor 12,15,0.0
2,Truthful Competitor 12,16,0.0
2,Truthful Competitor 12,17,0.0
2,Truthful Competitor 12,18,0.0
2,Truthful Competitor 12,19,0.0
2,Truthful Competitor 12,20,0.0
2,Truthful Competitor 12,21,0.0
2,Truthful Competitor 12,22,0.0
2,Truthful Competitor 12,23,0.0
2,Truthful Competitor 12,24,0.0
2,Truthful Competitor 13,0,0.0
2,Truthful Competitor 13,1,0.0
2,Truthful Competitor 13,2,0.0
2,Truthful Competitor 13,3,0.0
2,Truthful Competitor 13,4,0.0
2,Truthful Competitor 13,5,0.0
2,Truthful Competitor 13,6,0.0
2,Truthful Competitor 13,7,0.0
2,Truthful Competitor 13,8,0.0
2,Truthful Competitor 13,9,0.0
2,Truthful Competitor 13,10,0.0
2,Truthful Competitor 13,11,0.0
2,Truthful Competitor 13,12,0.0
2,Truthful Competitor 13,13,0.0
2,Truthful Competitor 13,14,0.0
2,Truthful Competitor 13,15,0.0
2,Truthful Competitor 13,16,0.0
2,Truthful Competitor 13,17,0.0
2,Truthful Competitor 13,18,0.0
2,Truthful Competitor 13,19,0.0
2,Truthful Competitor 13,20,0.0
2,Truthful Competitor 13,21,0.0
2,Truthful Competitor 13,22,0.0
2,Truthful Competitor 13,23,0.0
2,Truthful Competitor 13,24,0.0
2,Truthful Competitor 14,0,0.0
2,Truthful Competitor 14,1,0.0
2,Truthful Competitor 14,2,0.0
2,Truthful Competitor 14,3,0.0
2,Truthful Competitor 14,4,0.0
2,Truthful Competitor 14,5,0.0
2,Truthful Competitor 14,6,0.0
2,Truthful Competitor 14,7,0.0
2,Truthful Competitor 14,8,0.0
2,Truthful Competitor 14,9,0.0
2,Truthful Competitor 14,10,0.0
2,Truthful Competitor 14,11,0.0
2,Truthful Competitor 14,12,0.0
2,Truthful Competitor 14,13,0.0
2,Truthful Competitor 14,14,0.0
2,Truthful Competitor 14,15,0.0
2,Truthful Competitor 14,16,0.0
2,Truthful Competitor 14,17,0.0
2,Truthful Competitor 14,18,0.0
2,Truthful Competitor 14,19,0.0
2,Truthful Competitor 14,20,0.0
2,Truthful Competitor 14,21,0.0
2,Truthful Competitor 14,22,0.0
2,Truthful Competitor 14,23,0.0
2,Truthful Competitor 14,24,0.0
2,Truthful Competitor 15,0,0.0
2,Truthful Competitor 15,1,0.0
2,Truthful Competitor 15,2,0.0
2,Truthful Competitor 15,3,0.0
2,Truthful Competitor 15,4,0.0
2,Truthful Competitor 15,5,0.0
2,Truthful Competitor 15,6,0.0
2,Truthful Competitor 15,7,0.0
2,Truthful Competitor 15,8,0.0
2,Truthful Competitor 15,9,0.0
2,Truthful Competitor 15,10,0.0
2,Truthful Competitor 15,11,0.0
2,Truthful Competitor 15,12,0.0
2,Truthful Competitor 15,13,0.0
2,Truthful Competitor 15,14,0.0
2,Truthful Competitor 15,15,0.0
2,Truthful Competitor 15,16,0.0
2,Truthful Competitor 15,17,0.0
2,Truthful Competitor 15,18,0.0
2,Truthful Competitor 15,19,0.0
2,Truthful Competitor 15,20,0.0
2,Truthful Competitor 15,21,0.0
2,Truthful Competitor 15,22,0.0
2,Truthful Competitor 15,23,0.0
2,Truthful Competitor 15,24,0.0
2,Truthful Competitor 16,0,0.0
2,Truthful Competitor 16,1,0.0
2,Truthful Competitor 16,2,0.0
2,Truthful Competitor 16,3,0.0
2,Truthful Competitor 16,4,0.0
2,Truthful Competitor 16,5,0.0
2,Truthful Competitor 16,6,0.0
2,Truthful Competitor 16,7,0.0
2,Truthful Competitor 16,8,0.0
2,Truthful Competitor 16,9,0.0
2,Truthful Competitor 16,10,0.0
2,Truthful Competitor 16,11,0.0
2,Truthful Competitor 16,12,0.0
2,Truthful Competitor 16,13,0.0
2,Truthful Competitor 16,14,0.0
2,Truthful Competitor 16,15,0.0
2,Truthful Competitor 16,16,0.0
2,Truthful Competitor 16,17,0.0
2,Truthful Competitor 16,18,0.0
2,Truthful Competitor 16,19,0.0
2,Truthful Competitor 16,20,0.0
2,Truthful Competitor 16,21,0.0
2,Truthful Competitor 16,22,0.0
2,Truthful Competitor 16,23,0.0
2,Truthful Competitor 16,24,0.0
